,Game_Result,Team1_FGA,Team1_FG_P,Team1_3PA,Team1_3P_P,Team1_OFFRTG,Team1_DEFRTG,Team1_REB_P,Team1_AST/TO,Team1_PACE,Team2_FGA,Team2_FG_P,Team2_3PA,Team2_3P_P,Team2_OFFRTG,Team2_DEFRTG,Team2_REB_P,Team2_AST/TO,Team2_PACE
9,1,86.0,42.3,28.4,35.2,99.8,107.9,51.6,1.02,100.8,89.0,47.5,23.0,33.7,108.6,106.2,52.8,1.36,104.75
32,1,94.0,47.9,38.0,38.2,113.6,113.6,49.3,1.69,104.88,89.0,47.5,23.0,33.7,108.6,106.2,52.8,1.36,104.75
47,1,89.0,44.9,29.6,36.5,104.7,103.8,49.8,1.07,106.1,89.0,47.5,23.0,33.7,108.6,106.2,52.8,1.36,104.75
87,0,88.9,49.0,30.5,36.9,112.5,104.6,50.7,1.82,100.17,90.3,46.7,26.3,35.6,110.5,114.1,50.2,1.93,100.59
112,1,84.2,47.0,30.7,36.6,108.9,110.6,45.9,1.77,99.82,90.3,46.7,26.3,35.6,110.5,114.1,50.2,1.93,100.59
126,0,89.3,45.0,33.8,34.0,110.1,104.0,49.8,1.75,100.04,90.3,46.7,26.3,35.6,110.5,114.1,50.2,1.93,100.59
141,0,90.3,46.9,30.1,37.5,107.3,113.8,49.8,1.7,102.32,90.3,46.7,26.3,35.6,110.5,114.1,50.2,1.93,100.59
180,0,93.3,45.2,35.1,36.8,111.7,113.0,48.5,1.59,101.93,90.3,46.7,26.3,35.6,110.5,114.1,50.2,1.93,100.59
248,0,88.9,49.0,30.5,36.9,112.5,104.6,50.7,1.82,100.17,90.3,46.7,26.3,35.6,110.5,114.1,50.2,1.93,100.59
261,0,92.7,44.3,39.4,33.2,107.3,108.1,50.3,1.58,104.62,90.3,46.7,26.3,35.6,110.5,114.1,50.2,1.93,100.59
275,1,92.5,44.0,34.0,34.2,108.5,102.1,53.3,1.46,103.69,90.3,46.7,26.3,35.6,110.5,114.1,50.2,1.93,100.59
302,1,92.4,46.0,43.2,36.4,114.4,110.0,49.9,1.48,101.88,92.7,48.1,28.9,38.6,109.0,108.6,48.8,1.92,101.54
327,1,88.3,45.5,33.8,33.8,107.6,110.7,49.8,1.53,96.58,92.7,48.1,28.9,38.6,109.0,108.6,48.8,1.92,101.54
367,0,88.3,45.6,31.9,32.9,104.8,115.4,52.9,1.23,98.69,92.7,48.1,28.9,38.6,109.0,108.6,48.8,1.92,101.54
417,1,92.2,42.7,37.1,30.9,104.1,104.2,52.1,1.53,101.83,92.7,48.1,28.9,38.6,109.0,108.6,48.8,1.92,101.54
435,0,89.9,46.1,32.7,37.3,113.1,105.5,51.2,1.54,103.33,92.7,48.1,28.9,38.6,109.0,108.6,48.8,1.92,101.54
481,1,87.5,46.6,33.9,36.1,110.4,113.1,49.4,1.63,99.87,92.7,48.1,28.9,38.6,109.0,108.6,48.8,1.92,101.54
500,1,88.5,43.4,28.5,34.9,103.2,108.6,48.9,1.59,99.42,92.7,48.1,28.9,38.6,109.0,108.6,48.8,1.92,101.54
513,0,87.3,47.8,30.9,37.8,114.7,109.3,51.5,1.84,99.39,87.0,46.7,31.3,36.8,114.9,113.8,49.5,2.08,99.4
545,1,90.6,48.0,37.5,35.7,112.6,103.8,51.6,1.94,106.42,87.0,46.7,31.3,36.8,114.9,113.8,49.5,2.08,99.4
623,0,90.7,44.9,37.5,33.9,108.8,113.7,49.1,1.52,104.73,87.0,46.7,31.3,36.8,114.9,113.8,49.5,2.08,99.4
636,1,84.4,47.2,36.7,35.8,113.5,111.4,51.3,1.97,96.18,87.0,46.7,31.3,36.8,114.9,113.8,49.5,2.08,99.4
677,0,85.3,46.9,26.3,33.0,109.0,108.6,50.4,1.64,101.17,87.0,46.7,31.3,36.8,114.9,113.8,49.5,2.08,99.4
685,0,90.9,46.4,37.8,36.7,113.2,105.1,49.2,2.07,100.14,87.0,46.7,31.3,36.8,114.9,113.8,49.5,2.08,99.4
709,1,87.5,49.5,37.7,38.2,119.9,110.1,52.6,1.85,97.85,87.0,46.7,31.3,36.8,114.9,113.8,49.5,2.08,99.4
732,1,85.3,42.5,32.9,32.9,102.5,111.8,49.9,1.56,95.55,89.5,45.7,29.4,37.5,109.9,115.1,48.3,2.32,99.82
868,0,88.7,46.7,42.2,40.1,118.1,112.4,50.1,2.08,100.0,89.5,45.7,29.4,37.5,109.9,115.1,48.3,2.32,99.82
891,1,89.8,46.5,35.8,35.0,111.8,113.3,50.1,2.19,99.72,89.5,45.7,29.4,37.5,109.9,115.1,48.3,2.32,99.82
906,0,86.2,49.0,25.4,37.0,108.1,109.5,48.8,1.54,101.3,87.2,48.2,31.2,39.7,114.3,116.8,44.1,2.37,100.21
961,1,91.9,46.0,43.0,35.2,111.2,104.3,51.5,1.86,100.86,87.2,48.2,31.2,39.7,114.3,116.8,44.1,2.37,100.21
977,1,95.0,48.4,38.0,31.6,111.1,120.6,53.2,1.22,107.5,90.0,53.3,25.0,44.0,120.6,111.1,46.8,2.13,107.5
1004,0,88.8,49.3,32.1,36.6,116.9,121.7,49.8,1.98,97.5,88.9,47.9,26.7,41.7,113.8,111.2,52.8,1.62,105.21
1014,1,90.4,44.2,43.3,37.0,110.2,114.5,50.8,1.56,100.58,88.9,47.9,26.7,41.7,113.8,111.2,52.8,1.62,105.21
1038,1,86.9,41.4,54.4,31.8,102.4,106.5,42.7,1.43,107.29,88.9,47.9,26.7,41.7,113.8,111.2,52.8,1.62,105.21
1069,1,92.4,44.8,28.9,38.1,111.4,114.2,48.7,1.64,103.94,91.7,46.6,22.3,39.1,111.9,110.6,50.8,2.02,99.33
1117,0,86.0,50.6,22.3,41.6,112.1,105.5,49.2,1.67,97.13,91.7,46.6,22.3,39.1,111.9,110.6,50.8,2.02,99.33
1141,1,95.8,49.5,30.1,34.9,112.4,112.5,48.9,1.79,106.24,91.7,46.6,22.3,39.1,111.9,110.6,50.8,2.02,99.33
1153,1,91.3,44.8,36.4,33.7,106.6,111.6,51.3,1.45,103.16,91.7,46.6,22.3,39.1,111.9,110.6,50.8,2.02,99.33
1189,1,91.2,46.9,28.7,33.1,111.5,110.6,53.2,1.65,103.75,88.9,44.3,26.0,37.4,107.1,112.9,49.5,1.85,98.73
1195,0,87.1,47.6,30.3,37.1,109.4,108.1,47.9,1.97,98.91,88.9,44.3,26.0,37.4,107.1,112.9,49.5,1.85,98.73
1240,1,83.5,46.3,42.9,34.6,115.5,111.9,49.2,1.45,94.72,88.9,44.3,26.0,37.4,107.1,112.9,49.5,1.85,98.73
1297,1,87.4,47.4,28.4,36.0,110.7,111.1,51.3,1.78,98.74,88.9,44.3,26.0,37.4,107.1,112.9,49.5,1.85,98.73
1321,0,84.0,46.7,27.4,36.7,107.7,106.3,47.2,1.78,95.32,88.9,44.3,26.0,37.4,107.1,112.9,49.5,1.85,98.73
1385,0,83.5,46.3,42.9,34.6,115.5,111.9,49.2,1.45,94.72,88.9,44.3,26.0,37.4,107.1,112.9,49.5,1.85,98.73
1401,1,88.4,45.9,27.9,36.3,108.1,109.3,52.1,1.46,99.45,86.5,51.2,23.8,42.4,116.7,106.4,49.9,2.19,99.0
1434,1,89.7,48.4,34.0,35.5,110.0,106.7,51.1,1.71,104.17,86.5,51.2,23.8,42.4,116.7,106.4,49.9,2.19,99.0
1448,1,86.5,47.2,32.8,37.5,109.3,100.6,53.1,1.67,100.71,86.5,51.2,23.8,42.4,116.7,106.4,49.9,2.19,99.0
1462,1,91.3,45.4,28.7,34.0,104.9,112.4,48.3,1.58,99.93,86.5,51.2,23.8,42.4,116.7,106.4,49.9,2.19,99.0
1476,1,85.2,47.7,23.7,39.4,109.9,114.4,50.2,1.43,102.59,86.5,51.2,23.8,42.4,116.7,106.4,49.9,2.19,99.0
1492,0,82.9,44.6,23.7,33.7,98.7,107.1,47.3,1.26,96.93,86.5,51.2,23.8,42.4,116.7,106.4,49.9,2.19,99.0
1507,1,88.8,47.1,32.8,34.0,110.6,108.4,50.2,1.85,101.49,86.5,51.2,23.8,42.4,116.7,106.4,49.9,2.19,99.0
1534,1,90.6,46.1,26.4,35.4,111.6,111.7,49.7,2.12,100.47,86.5,51.2,23.8,42.4,116.7,106.4,49.9,2.19,99.0
1569,1,87.7,46.0,31.2,36.4,110.5,109.3,51.5,1.89,98.07,86.5,51.2,23.8,42.4,116.7,106.4,49.9,2.19,99.0
1604,1,90.9,46.9,37.7,36.7,115.5,107.7,49.8,2.08,99.98,86.5,51.2,23.8,42.4,116.7,106.4,49.9,2.19,99.0
1622,1,89.5,46.8,32.4,36.0,113.2,110.1,49.1,1.82,100.7,87.0,49.4,26.1,43.5,114.5,111.7,51.1,1.91,99.39
1640,1,83.4,43.7,28.0,31.5,100.7,109.8,48.7,1.55,96.68,87.0,49.4,26.1,43.5,114.5,111.7,51.1,1.91,99.39
1678,1,94.6,46.7,30.2,40.4,113.4,112.2,49.0,2.06,104.14,87.0,49.4,26.1,43.5,114.5,111.7,51.1,1.91,99.39
1706,0,87.9,44.0,33.6,33.8,106.7,114.0,50.5,1.62,98.79,87.0,49.4,26.1,43.5,114.5,111.7,51.1,1.91,99.39
1749,0,88.2,45.9,26.6,36.5,109.1,109.4,49.0,1.82,100.97,87.0,49.4,26.1,43.5,114.5,111.7,51.1,1.91,99.39
1800,1,90.1,46.8,33.4,39.0,110.6,107.2,47.7,2.08,100.75,87.0,49.4,26.1,43.5,114.5,111.7,51.1,1.91,99.39
1813,1,85.8,45.7,29.3,32.3,105.4,116.1,45.0,1.51,102.3,87.0,49.4,26.1,43.5,114.5,111.7,51.1,1.91,99.39
1826,1,90.5,45.6,35.7,35.6,110.7,106.9,51.8,1.48,103.18,87.0,49.4,26.1,43.5,114.5,111.7,51.1,1.91,99.39
1841,1,93.5,46.0,32.4,29.8,107.7,111.4,51.0,1.95,104.32,89.7,45.4,25.3,36.8,108.7,118.1,48.4,1.88,99.7
1977,1,86.8,46.7,37.1,39.9,116.0,109.4,51.0,1.85,97.9,89.7,45.4,25.3,36.8,108.7,118.1,48.4,1.88,99.7
1999,1,93.5,42.3,35.1,32.9,105.1,108.1,49.9,1.53,100.75,90.4,48.1,26.6,36.2,112.2,107.3,50.4,2.42,98.16
2013,1,89.3,45.0,33.3,34.0,108.7,108.9,51.7,2.0,97.0,90.4,48.1,26.6,36.2,112.2,107.3,50.4,2.42,98.16
2058,1,92.2,46.4,39.7,36.4,114.2,106.1,52.1,1.93,103.7,90.4,48.1,26.6,36.2,112.2,107.3,50.4,2.42,98.16
2091,1,84.4,42.8,28.7,33.8,100.0,114.5,50.0,1.21,100.11,90.4,48.1,26.6,36.2,112.2,107.3,50.4,2.42,98.16
2098,1,92.3,46.5,31.6,34.4,115.4,110.1,53.6,1.78,99.95,90.4,48.1,26.6,36.2,112.2,107.3,50.4,2.42,98.16
2114,1,86.8,49.2,34.9,39.5,112.9,107.3,49.7,1.95,100.57,90.4,48.1,26.6,36.2,112.2,107.3,50.4,2.42,98.16
2130,0,87.6,45.7,30.2,34.9,108.1,104.1,50.3,1.94,97.17,90.4,48.1,26.6,36.2,112.2,107.3,50.4,2.42,98.16
2188,1,87.9,44.7,34.6,35.5,110.1,117.4,48.8,1.56,98.2,90.4,48.1,26.6,36.2,112.2,107.3,50.4,2.42,98.16
2207,0,91.8,46.4,28.6,38.9,111.8,110.8,50.3,2.13,102.13,90.4,48.1,26.6,36.2,112.2,107.3,50.4,2.42,98.16
2221,1,96.6,44.5,39.0,34.9,111.8,119.7,47.6,2.03,106.5,84.4,49.3,25.6,35.9,112.8,106.8,51.8,1.83,97.3
2286,1,94.5,44.6,39.3,31.8,110.7,109.2,51.4,2.52,101.32,84.4,49.3,25.6,35.9,112.8,106.8,51.8,1.83,97.3
2307,1,89.5,46.2,30.2,33.7,110.0,108.1,48.2,2.25,98.42,84.4,49.3,25.6,35.9,112.8,106.8,51.8,1.83,97.3
2313,0,89.5,46.2,30.2,33.7,110.0,108.1,48.2,2.25,98.42,84.4,49.3,25.6,35.9,112.8,106.8,51.8,1.83,97.3
2328,1,89.5,46.2,30.2,33.7,110.0,108.1,48.2,2.25,98.42,84.4,49.3,25.6,35.9,112.8,106.8,51.8,1.83,97.3
2348,1,85.7,46.3,22.9,38.8,109.0,114.6,48.4,1.44,99.03,87.7,42.8,21.1,33.1,101.8,102.7,53.4,1.45,96.36
2383,1,87.7,45.1,32.8,29.9,107.2,96.7,50.3,1.61,101.58,87.7,42.8,21.1,33.1,101.8,102.7,53.4,1.45,96.36
2454,0,87.0,49.8,30.9,39.6,111.0,99.6,51.0,1.86,102.91,82.6,47.0,26.1,37.2,108.9,103.4,51.1,1.74,95.0
2463,1,85.5,44.5,25.8,36.9,108.6,111.9,50.9,1.76,97.83,82.6,47.0,26.1,37.2,108.9,103.4,51.1,1.74,95.0
2478,1,90.6,44.4,26.1,32.5,102.9,110.4,50.1,1.3,103.89,82.6,47.0,26.1,37.2,108.9,103.4,51.1,1.74,95.0
2491,1,82.8,46.2,29.6,34.5,107.2,111.4,49.5,1.25,97.81,82.6,47.0,26.1,37.2,108.9,103.4,51.1,1.74,95.0
2511,0,82.8,47.9,24.2,36.2,106.9,107.6,46.9,1.65,95.58,82.6,47.0,26.1,37.2,108.9,103.4,51.1,1.74,95.0
2521,1,89.0,41.8,31.1,35.1,97.9,109.5,49.0,1.6,98.55,82.6,47.0,26.1,37.2,108.9,103.4,51.1,1.74,95.0
2560,1,85.8,42.2,31.2,34.6,102.8,103.5,49.7,1.36,97.5,82.6,47.0,26.1,37.2,108.9,103.4,51.1,1.74,95.0
2587,1,84.2,47.2,28.9,38.6,106.3,111.7,48.3,1.46,98.07,82.6,47.0,26.1,37.2,108.9,103.4,51.1,1.74,95.0
2632,1,86.5,43.4,33.1,33.3,101.3,104.3,47.9,1.61,98.27,82.6,47.0,26.1,37.2,108.9,103.4,51.1,1.74,95.0
2648,1,80.8,45.4,27.1,33.0,102.7,109.6,46.8,1.51,94.96,82.6,47.0,26.1,37.2,108.9,103.4,51.1,1.74,95.0
2685,1,84.7,42.4,28.6,36.4,102.6,104.4,49.6,1.52,94.87,82.6,46.4,23.9,36.3,106.5,103.9,51.3,1.5,94.13
2698,1,80.0,46.8,29.9,38.5,108.4,108.8,49.9,1.49,93.03,82.6,46.4,23.9,36.3,106.5,103.9,51.3,1.5,94.13
2711,1,81.9,46.6,31.4,38.8,107.7,105.4,48.2,1.6,95.5,82.6,46.4,23.9,36.3,106.5,103.9,51.3,1.5,94.13
2772,1,82.8,47.5,30.4,38.9,109.8,108.0,48.3,2.04,94.0,82.6,46.4,23.9,36.3,106.5,103.9,51.3,1.5,94.13
2786,1,84.5,45.2,30.7,35.2,107.8,106.3,49.7,1.62,97.5,82.6,46.4,23.9,36.3,106.5,103.9,51.3,1.5,94.13
2839,1,85.1,43.5,35.6,35.4,105.4,107.0,50.9,1.43,97.79,82.6,46.4,23.9,36.3,106.5,103.9,51.3,1.5,94.13
2856,1,87.5,45.7,19.0,35.8,105.3,106.0,51.3,1.54,96.76,82.6,46.4,23.9,36.3,106.5,103.9,51.3,1.5,94.13
2910,1,84.4,44.2,32.1,33.8,104.3,112.1,49.6,1.41,98.21,84.8,45.0,24.9,36.4,105.2,100.5,50.1,1.8,95.56
2970,1,84.7,45.6,29.1,35.1,107.1,108.7,52.2,1.58,96.8,84.8,45.0,24.9,36.4,105.2,100.5,50.1,1.8,95.56
3023,0,84.6,49.7,23.1,33.8,110.1,105.4,48.9,1.8,95.77,84.8,45.0,24.9,36.4,105.2,100.5,50.1,1.8,95.56
3035,1,85.2,45.7,32.1,31.6,107.0,112.9,47.1,1.56,101.43,84.8,45.0,24.9,36.4,105.2,100.5,50.1,1.8,95.56
3059,0,79.7,48.0,25.3,37.2,109.5,104.0,52.8,1.39,97.21,84.8,45.0,24.9,36.4,105.2,100.5,50.1,1.8,95.56
3074,1,85.7,45.8,23.4,39.1,103.7,111.0,48.8,1.46,97.64,84.8,45.0,24.9,36.4,105.2,100.5,50.1,1.8,95.56
3087,1,84.7,45.6,29.1,35.1,107.1,108.7,52.2,1.58,96.8,84.8,45.0,24.9,36.4,105.2,100.5,50.1,1.8,95.56
3101,0,82.1,47.1,40.7,36.9,118.0,103.5,49.4,1.77,95.54,88.7,47.5,24.1,33.2,112.3,111.1,51.1,2.06,97.94
3119,0,81.7,47.3,26.7,38.4,110.0,101.4,53.7,1.52,96.45,88.7,47.5,24.1,33.2,112.3,111.1,51.1,2.06,97.94
3256,0,99.0,46.7,28.6,34.6,108.6,107.1,49.6,1.89,104.54,88.7,47.5,24.1,33.2,112.3,111.1,51.1,2.06,97.94
3276,0,86.6,46.7,32.8,36.0,109.5,108.3,50.7,1.68,100.77,87.7,45.1,23.5,33.7,106.1,102.9,50.7,1.79,97.03
3290,1,85.5,44.2,25.6,35.9,102.0,113.6,49.2,1.55,96.5,87.7,45.1,23.5,33.7,106.1,102.9,50.7,1.79,97.03
3348,1,85.4,42.6,29.9,33.2,99.3,104.9,48.1,1.48,97.21,87.7,45.1,23.5,33.7,106.1,102.9,50.7,1.79,97.03
3361,1,90.3,47.9,23.1,35.3,106.0,106.3,49.3,1.97,101.4,87.7,45.1,23.5,33.7,106.1,102.9,50.7,1.79,97.03
3378,1,85.5,47.4,22.6,37.4,110.6,113.0,49.6,1.66,98.15,87.7,45.1,23.5,33.7,106.1,102.9,50.7,1.79,97.03
3392,1,84.6,47.3,25.1,36.4,106.9,107.1,48.5,1.8,97.32,87.7,45.1,23.5,33.7,106.1,102.9,50.7,1.79,97.03
3408,1,84.3,46.8,25.7,39.2,107.7,109.2,51.4,1.8,95.44,87.7,45.1,23.5,33.7,106.1,102.9,50.7,1.79,97.03
3422,1,82.5,46.8,30.9,34.3,109.3,97.5,52.7,1.59,96.66,87.7,45.1,23.5,33.7,106.1,102.9,50.7,1.79,97.03
3463,1,89.0,46.4,31.0,37.3,111.9,107.9,49.4,1.64,99.23,87.7,45.1,23.5,33.7,106.1,102.9,50.7,1.79,97.03
3483,1,80.0,43.1,40.7,32.4,102.4,104.9,49.1,1.19,95.67,87.3,45.6,22.7,32.4,109.9,109.0,47.8,2.02,94.61
3533,1,87.8,43.8,30.8,30.3,103.6,103.6,51.6,1.4,97.42,87.3,45.6,22.7,32.4,109.9,109.0,47.8,2.02,94.61
3547,1,85.4,41.9,23.8,32.8,98.7,98.9,50.4,1.66,91.8,87.3,45.6,22.7,32.4,109.9,109.0,47.8,2.02,94.61
3586,0,86.8,48.4,28.3,37.1,107.4,113.0,46.4,1.81,100.92,87.3,45.6,22.7,32.4,109.9,109.0,47.8,2.02,94.61
3595,1,86.8,48.4,28.3,37.1,107.4,113.0,46.4,1.81,100.92,87.3,45.6,22.7,32.4,109.9,109.0,47.8,2.02,94.61
3645,1,92.7,42.1,21.0,19.0,94.2,104.8,46.6,2.06,104.17,85.5,45.3,21.0,45.2,115.1,96.9,53.9,1.82,95.25
3668,0,78.8,46.6,26.3,34.9,108.7,101.1,50.6,1.53,92.13,79.1,46.2,22.2,38.7,108.4,106.6,50.0,1.76,93.13
3701,0,82.7,46.6,26.8,38.8,111.4,102.2,49.4,1.78,96.68,79.1,46.2,22.2,38.7,108.4,106.6,50.0,1.76,93.13
3729,0,86.4,46.5,37.8,38.1,113.4,109.6,51.1,1.56,97.33,79.1,46.2,22.2,38.7,108.4,106.6,50.0,1.76,93.13
3742,1,86.6,44.9,19.7,34.6,105.6,104.7,50.2,1.86,94.21,79.1,46.2,22.2,38.7,108.4,106.6,50.0,1.76,93.13
3765,1,85.6,42.4,25.9,32.7,101.8,103.8,49.0,1.53,93.72,79.1,46.2,22.2,38.7,108.4,106.6,50.0,1.76,93.13
3821,1,81.1,40.9,27.8,30.8,95.9,106.2,46.8,1.36,91.6,79.1,46.2,22.2,38.7,108.4,106.6,50.0,1.76,93.13
3879,0,84.3,41.6,24.7,31.9,98.2,102.3,50.1,1.53,93.97,79.1,46.2,22.2,38.7,108.4,106.6,50.0,1.76,93.13
3903,1,83.3,49.5,22.7,37.2,111.3,108.9,49.3,1.68,97.87,83.9,49.2,21.8,42.3,112.9,101.8,52.4,1.69,96.11
3967,1,84.0,44.1,31.0,34.4,103.1,110.9,47.4,1.2,102.93,83.9,49.2,21.8,42.3,112.9,101.8,52.4,1.69,96.11
3997,1,85.9,45.2,32.1,34.9,111.1,107.8,47.9,2.03,96.0,83.9,49.2,21.8,42.3,112.9,101.8,52.4,1.69,96.11
4026,1,88.3,43.3,26.7,37.0,103.3,107.6,48.8,1.84,97.69,83.9,49.2,21.8,42.3,112.9,101.8,52.4,1.69,96.11
4072,1,84.6,43.1,18.5,27.6,102.6,109.0,52.6,1.46,94.06,83.9,49.2,21.8,42.3,112.9,101.8,52.4,1.69,96.11
4096,1,87.9,44.7,25.9,36.0,104.9,112.7,49.5,1.11,99.88,83.9,49.2,21.8,42.3,112.9,101.8,52.4,1.69,96.11
4113,1,82.9,45.1,26.7,35.9,107.0,112.6,47.6,1.51,96.63,83.9,49.2,21.8,42.3,112.9,101.8,52.4,1.69,96.11
